# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.4.0
#@/tick	1433
#@/user_id	Amber_76Game_Windows
a 	啊	c=5 d=1.33539 t=1433
wen dang 	文檔	c=2 d=0.198353 t=1433
wen jian 	文件	c=3 d=0.351288 t=1433
wen jian jia 	文件夾	c=4 d=0.6984 t=1433
wen ti 	問題	c=3 d=0.1556 t=1433
wen wen 	問問	c=2 d=1.73874 t=1433
wen zi 	文字	c=4 d=0.185405 t=1433
wo 	我	c=18 d=2.59909 t=1433
wo de 	我的	c=2 d=0.163463 t=1433
wu fa 	無法	c=2 d=0.0452044 t=1433
wu tian 	五天	c=1 d=0.484325 t=1433
xia 	下	c=3 d=0.397077 t=1433
xia biao 	下標	c=1 d=0.529935 t=1433
xia biao 	下表	c=1 d=0.527292 t=1433
xia lai 	下來	c=0 d=0.0158025 t=1433
xia xia lai 	下下來	c=1 d=0.158817 t=1433
xia zai 	下載	c=1 d=0.142274 t=1433
xian shi 	顯示	c=9 d=0.688147 t=1433
xian zhi 	限制	c=2 d=0.83779 t=1433
xiang 	像	c=1 d=0.0220377 t=1433
xiang mu 	項目	c=1 d=0.154124 t=1433
xiang wo 	像我	c=1 d=0.0415857 t=1433
xiang xin 	相信	c=1 d=0.839457 t=1433
xiang ying 	響應	c=1 d=0.0720785 t=1433
xiao 	小	c=1 d=0.767206 t=1433
xiao chu 	笑出	c=0 d=0.0116484 t=1433
xiao chu sheng 	笑出聲	c=1 d=0.117068 t=1433
xiao hu li 	小狐狸	c=1 d=0.0298969 t=1433
xiao lang hao 	小狼毫	c=8 d=5.23132 t=1433
xin jian 	新建	c=2 d=0.582748 t=1433
xin ka 	新卡	c=1 d=0.0365162 t=1433
xin lang 	新浪	c=1 d=0.0505395 t=1433
xing ji 	星級	c=2 d=0.484975 t=1433
xing shi 	形式	c=1 d=0.185444 t=1433
xiu gai 	修改	c=1 d=0.0135686 t=1433
xu ni ji 	虛擬機	c=1 d=0.188247 t=1433
xu song 	許嵩	c=1 d=0.138761 t=1433
xu yao 	需要	c=10 d=1.89314 t=1433
xuan ze 	選擇	c=2 d=0.354342 t=1433
xuan zhong 	選中	c=3 d=0.243935 t=1433
xue qi 	學期	c=1 d=0.715338 t=1433
xue yuan 	學院	c=1 d=0.927743 t=1433
xun zhao 	尋找	c=1 d=0.10383 t=1433
yan 	燕	c=1 d=0.970446 t=1433
yan mai pian 	燕麥片	c=1 d=0.045275 t=1433
yang cheng 	養成	c=1 d=0.215456 t=1433
yang shi 	樣式	c=1 d=0.0277367 t=1433
yao 	要	c=7 d=1.45593 t=1433
yao chu 	搖出	c=1 d=0.106992 t=1433
yao qiu 	要求	c=1 d=0.287941 t=1433
ye 	也	c=4 d=0.83527 t=1433
ye mian 	頁面	c=1 d=0.0191587 t=1433
ye wei 	也爲	c=1 d=0.32628 t=1433
ye you 	也有	c=0 d=0.0806541 t=1433
yi 	以	c=1 d=0.17552 t=1433
yi ban 	一般	c=2 d=0.246597 t=1433
yi bei 	一杯	c=1 d=0.0450492 t=1433
yi chang 	異常	c=1 d=0.594521 t=1433
yi ci 	一次	c=4 d=0.978744 t=1433
yi ding 	一定	c=1 d=0.264477 t=1433
yi ding yao 	一定要	c=1 d=0.054204 t=1433
yi dong 	移動	c=1 d=0.0590129 t=1433
yi fu 	衣服	c=1 d=0.0411719 t=1433
yi ge 	一個	c=7 d=2.80304 t=1433
yi ge ren 	一個人	c=1 d=0.0259911 t=1433
yi lai 	依賴	c=2 d=0.566956 t=1433
yi men 	一門	c=1 d=0.826959 t=1433
yi qi 	一起	c=2 d=0.13466 t=1433
yi qie 	一切	c=1 d=0.319819 t=1433
yi sheng 	一生	c=1 d=0.0432828 t=1433
yi shi de shang shuang 	疑是地上霜	c=1 d=0.843665 t=1433
yi si 	意思	c=4 d=1.63767 t=1433
yi tiao 	一條	c=1 d=0.474734 t=1433
yi wan cheng 	已完成	c=1 d=0.0356146 t=1433
yi xia 	以下	c=1 d=0.280832 t=1433
yi xie 	一些	c=2 d=0.701173 t=1433
yi yang 	一樣	c=1 d=0.321422 t=1433
yi zhang hong 	一丈紅	c=1 d=0.839457 t=1433
yi zhi 	一致	c=2 d=0.644304 t=1433
yi zhou 	一週	c=1 d=0.814647 t=1433
yin hao 	引號	c=1 d=0.346456 t=1433
yin wei 	因爲	c=3 d=0.308831 t=1433
yin xiang 	印象	c=1 d=0.965605 t=1433
ying gai 	應該	c=4 d=1.02164 t=1433
ying gai shi 	應該是	c=1 d=0.786628 t=1433
ying she 	映射	c=4 d=1.81361 t=1433
ying wen 	英文	c=2 d=0.311485 t=1433
ying yong 	應用	c=1 d=0.101266 t=1433
yong 	用	c=3 d=0.646706 t=1433
yong de 	用的	c=1 d=0.0118551 t=1433
yong jiu 	永久	c=1 d=0.501576 t=1433
you 	又	c=1 d=0.0934807 t=1433
you 	有	c=14 d=1.8321 t=1433
you ce 	右側	c=1 d=0.0198411 t=1433
you de 	有的	c=1 d=0.551563 t=1433
you dian 	有點	c=3 d=0.844033 t=1433
you dian hao wan 	有點好玩	c=1 d=0.88692 t=1433
you wen ti 	有問題	c=1 d=0.031273 t=1433
you xi 	遊戲	c=5 d=0.727473 t=1433
you xiu 	優秀	c=1 d=0.0420036 t=1433
you yi ge 	有一個	c=1 d=0.0291588 t=1433
yu 	與	c=2 d=0.373927 t=1433
yu fa 	語法	c=1 d=0.382893 t=1433
yu ju 	語句	c=1 d=0.520068 t=1433
yu ju kuai 	語句塊	c=1 d=0.431711 t=1433
yu zhi 	預製	c=2 d=0.259428 t=1433
yuan yin 	原因	c=1 d=0.10435 t=1433
yue 	月	c=1 d=0.105928 t=1433
yue ding 	約定	c=1 d=0.0209629 t=1433
yue ka 	月卡	c=2 d=0.0220537 t=1433
za 	咋	c=1 d=0.88692 t=1433
zai 	再	c=1 d=0.0824965 t=1433
zai 	在	c=17 d=3.47649 t=1433
zai shuo 	再說	c=1 d=0.0122161 t=1433
zan 	攢	c=1 d=0.0387742 t=1433
zan shi 	暫時	c=1 d=0.0287246 t=1433
zen me 	怎麼	c=1 d=0.904837 t=1433
zeng song 	贈送	c=2 d=0.831707 t=1433
zhan 	佔	c=1 d=0.0327124 t=1433
zhang dao 	漲到	c=1 d=0.0113902 t=1433
zhang jia 	漲價	c=1 d=0.0112206 t=1433
zhao dao 	找到	c=1 d=0.0889216 t=1433
zhao guo 	找過	c=1 d=0.985112 t=1433
zhao le 	找了	c=1 d=0.0224829 t=1433
zhao zhao 	找找	c=1 d=0.0968105 t=1433
zhe 	這	c=1 d=0.164703 t=1433
zhe ge 	這個	c=2 d=0.0730518 t=1433
zhe li 	這裏	c=1 d=0.172907 t=1433
zhe me duo 	這麼多	c=1 d=0.127454 t=1433
zhe shi 	這是	c=3 d=0.776701 t=1433
zhe yang 	這樣	c=1 d=0.0417941 t=1433
zhe zhen de 	這真的	c=1 d=0.826959 t=1433
zhe zhong 	這種	c=2 d=0.802519 t=1433
zhen 	真	c=3 d=0.965605 t=1433
zhen de 	真的	c=1 d=0.0822835 t=1433
zhen shi 	真是	c=1 d=0.0437178 t=1433
zheng chang 	正常	c=3 d=0.747831 t=1433
zheng ge 	整個	c=1 d=0.214381 t=1433
zheng li 	整理	c=1 d=0.67368 t=1433
zhi 	值	c=4 d=1.41612 t=1433
zhi 	只	c=1 d=0.115325 t=1433
zhi chi 	支持	c=2 d=0.635842 t=1433
zhi ding 	指定	c=1 d=0.102284 t=1433
zhi jian 	之間	c=1 d=0.404542 t=1433
zhi jie 	直接	c=4 d=0.647265 t=1433
zhi shi 	只是	c=1 d=0.109154 t=1433
zhi you 	只有	c=2 d=0.59975 t=1433
zhi zhan 	之戰	c=1 d=0.810584 t=1433
zhi zuo 	製作	c=3 d=1.33191 t=1433
zhong 	中	c=10 d=2.30841 t=1433
zhong duan 	中斷	c=1 d=0.0145524 t=1433
zhong ji 	終極	c=1 d=0.806541 t=1433
zhong ying 	中英	c=1 d=0.148823 t=1433
zhu ce 	註冊	c=1 d=0.794534 t=1433
zhu li 	助理	c=2 d=1.89307 t=1433
zhu shi 	註釋	c=2 d=0.783233 t=1433
zhu yao 	主要	c=1 d=0.718924 t=1433
zhu yi 	注意	c=2 d=0.118085 t=1433
zhuan 	專	c=1 d=0.0502874 t=1433
zhuan 	轉	c=1 d=0.0105672 t=1433
zhuan yi 	轉義	c=1 d=0.402524 t=1433
zhuang bei 	裝備	c=4 d=1.36115 t=1433
zhuang tai 	狀態	c=5 d=0.387625 t=1433
zi 	子	c=0 d=0.0224249 t=1433
zi dai 	自帶	c=1 d=0.980199 t=1433
zi ding yi 	自定義	c=1 d=0.23457 t=1433
zi fu 	字符	c=2 d=0.644303 t=1433
zi ji 	自己	c=1 d=0.847894 t=1433
zi ti 	字體	c=3 d=0.0693907 t=1433
zi wen jian jia 	子文件夾	c=1 d=0.225373 t=1433
zi yuan 	資源	c=7 d=2.90807 t=1433
zong 	總	c=0 d=0.00250972 t=1433
zong gan jue 	總感覺	c=1 d=0.025223 t=1433
zu 	組	c=1 d=0.969864 t=1433
zu jian 	組件	c=4 d=0.657047 t=1433
zu yi 	足矣	c=1 d=0.83527 t=1433
zuan shi 	鑽石	c=2 d=0.506617 t=1433
zui 	最	c=1 d=0.451581 t=1433
zui hou 	最後	c=1 d=0.0177743 t=1433
zuo 	做	c=4 d=1.38363 t=1433
zuo bi jiao 	作比較	c=1 d=0.337902 t=1433
zuo tian 	昨天	c=1 d=0.0109985 t=1433
zuo wan 	做完	c=1 d=0.822835 t=1433
zuo yong 	作用	c=1 d=0.774916 t=1433
